Protein	Sign.set1	pvalue.set1	qvalue.set1	Sign.set2	pvalue.set2	qvalue.set2	Sign.meta	pvalue.meta	qvalue.meta
IGLL5_HUMAN;LAC1_HUMAN	-1	0.543055533047315	0.398388529172435	NA	NA	NA	-1	0.543055533047315	0.3461875268377
IGSF8_HUMAN	-1	0.00515556869189049	0.0793205538348393	-1	0.00369514612545169	0.0541120411459742	-1	5.56182178605955e-05	0.00597071483196514
IL1RA_HUMAN	-1	0.035704950406009	0.114183593941876	1	0.956397606343742	0.457498495771357	-1	0.148049493826773	0.179677301608704
IL2RA_HUMAN	1	0.857421233239223	0.510436264880137	NA	NA	NA	1	0.857421233239223	0.444235993344972
IL6RB_HUMAN	-1	0.0437045504445588	0.122026780520036	NA	NA	NA	-1	0.0437045504445588	0.0953969891356042
INAR2_HUMAN	NA	NA	NA	-1	0.107027945563018	0.183391843548815	-1	0.107027945563018	0.151979374913049
INHBC_HUMAN	1	0.764744409609651	0.480392527394473	-1	0.0732540197046551	0.153174195913488	-1	0.291427562349636	0.248690527145344
INVO_HUMAN	-1	0.59198594103443	0.419545816278942	-1	0.558100731904716	0.353304259036241	-1	0.427714420555475	0.307023106831065
IPSP_HUMAN	-1	0.0268074213550755	0.102705644277823	-1	0.007407562706793	0.0691567385934365	-1	0.000541488205334523	0.013510604706689
ISK1_HUMAN	-1	0.868064965461515	0.513568902121276	-1	0.669246663771372	0.390568519549113	-1	0.674831925467805	0.395242060510241
ISK5_HUMAN	-1	0.318122442010805	0.29138940425363	1	0.378516879742526	0.294533710510244	-1	0.933676319500704	0.465815639186764
ISK7_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
ISLR_HUMAN	-1	0.0847030025167563	0.163065990333238	-1	0.285237807245353	0.263629423826788	-1	0.0483017029944946	0.100101813102762
IST1_HUMAN	-1	0.291168489635977	0.277510221831037	-1	0.162093397750857	0.210035600046695	-1	0.0827449746906125	0.133375683688088
ITIH1_HUMAN	1	0.275481967444185	0.272146527550585	1	0.762532027210796	0.408801215644778	1	0.32473451356595	0.263426634325227
ITIH2_HUMAN;CON__Q9TRI1	1	0.496353358475202	0.378083650031265	NA	NA	NA	1	0.496353358475202	0.330138896085477
ITIH4_HUMAN	-1	0.000947590844761148	0.0639286634165825	-1	0.520682047819505	0.343172242524682	-1	0.00524461091026678	0.0334141319263728
ITM2B_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAM1_HUMAN	-1	0.100757489814209	0.172991718082534	-1	0.116917489017182	0.188041983555188	-1	0.0232603278343725	0.0687318383876872
JAM3_HUMAN	1	0.906807293920988	0.522220033126804	-1	0.717452675911034	0.402001883549971	-1	0.862573728242649	0.445615146027411
JSPR1_HUMAN	1	0.345975328766098	0.306779623328536	NA	NA	NA	1	0.345975328766098	0.273134558671605
K0494_HUMAN	NA	NA	NA	-1	0.0744284829069224	0.153334112654095	-1	0.0744284829069224	0.126474450882621
KAIN_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAZD1_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
KIRR1_HUMAN	1	0.67289821806489	0.447390788575266	-1	0.121247852241431	0.190506952754253	-1	0.425346243310271	0.307023106831065
KLK1_HUMAN	-1	0.0202356026921422	0.1000300722195	-1	0.00690615134467437	0.0679043625465636	-1	0.000382314881840355	0.0122816232556836
KLK13_HUMAN	-1	0.344398440118798	0.306779623328536	NA	NA	NA	-1	0.344398440118798	0.273134558671605
KLK6_HUMAN	-1	0.219480669407602	0.251269757327515	1	0.408302279954284	0.304152760172951	-1	0.7767416925662	0.423276012104223
KLKB1_HUMAN	1	0.872174739992848	0.513568902121276	NA	NA	NA	1	0.872174739992848	0.448847138401599
KNG1_HUMAN;CON__P01045-1;CON__Q2KJ62;CON__P01044-1	-1	0.0101407375046607	0.0872002382991836	NA	NA	NA	-1	0.0101407375046607	0.0494415093345563
KPYM_HUMAN;KPYR_HUMAN	-1	0.304662196501533	0.284278393143365	NA	NA	NA	-1	0.304662196501533	0.253990933918805
KV101_HUMAN	-1	0.635850378071197	0.433942832497262	-1	0.78920572010469	0.415852205622499	-1	0.600375505339882	0.366429330911732
KV102_HUMAN	-1	0.0441281830786284	0.122026780520036	1	0.319429904955814	0.276466576254432	-1	0.471957286331536	0.320523845546782
KV105_HUMAN	-1	0.767286387847075	0.480905400906411	NA	NA	NA	-1	0.767286387847075	0.421969975838351
KV106_HUMAN	1	0.866851029393654	0.513568902121276	1	0.640112802271667	0.383504363738161	1	0.653320019777325	0.388344788076448
KV110_HUMAN	-1	0.462881451815932	0.358228734307177	1	0.353528582256475	0.285984314696057	1	0.891081616810287	0.455086584206407
KV111_HUMAN	1	0.400124498229431	0.332253733937116	NA	NA	NA	1	0.400124498229431	0.295014272966667
KV119_HUMAN	-1	0.116789661282537	0.183902835964767	1	0.806524044076851	0.420252511048258	-1	0.349354929466248	0.273351854488013
KV120_HUMAN	NA	NA	NA	-1	0.38344810589869	0.296675535520905	-1	0.38344810589869	0.287456967178953
KV121_HUMAN	-1	0.408059704781778	0.33595916840704	-1	0.423897440683759	0.310895660352786	-1	0.249955998040976	0.232676796076576
KV122_HUMAN	-1	0.0718576699938982	0.153622631658714	1	0.266864903213281	0.258122370660476	-1	0.625764586417429	0.377742702009228
KV123_HUMAN	1	0.278393404061476	0.274111360702101	NA	NA	NA	1	0.278393404061476	0.245773258125449
KV203_HUMAN	-1	0.129160246601539	0.193717923030616	1	0.761636255346067	0.408801215644778	-1	0.390621672498367	0.291612884993387
KV206_HUMAN	1	0.947347663958616	0.532379238798907	NA	NA	NA	1	0.947347663958616	0.468824609413261
KV301_HUMAN	-1	0.221943185611736	0.252594298039084	-1	0.574695333819288	0.35788450226171	-1	0.20751172019231	0.211133877746898
KV302_HUMAN	-1	0.175030750495468	0.223655635078726	-1	0.314239414264456	0.274298772535379	-1	0.094801250107631	0.142905408763425
KV303_HUMAN	1	0.851973640298844	0.510333742977675	1	0.708991702881895	0.402001883549971	1	0.6922183144032	0.399950861111469
KV304_HUMAN	1	0.955088999192019	0.532438015586149	NA	NA	NA	1	0.955088999192019	0.470323424761282
KV307_HUMAN	NA	NA	NA	-1	0.919284465030367	0.447452048972967	-1	0.919284465030367	0.461153392667309
KV308_HUMAN	NA	NA	NA	-1	0.65449511064298	0.387750493601774	-1	0.65449511064298	0.388612924921144
KV309_HUMAN	1	0.942402709481868	0.53158541264544	-1	0.344538750779196	0.282476123351943	-1	0.537041072788828	0.34439854533684
KV311_HUMAN	1	0.935406973035749	0.529956891281503	1	0.724752545064036	0.402834294694056	1	0.759384492208503	0.418917157820399
KV401_HUMAN;KV403_HUMAN	-1	0.379737174181139	0.321534485198581	NA	NA	NA	-1	0.379737174181139	0.287080722289206
L1CAM_HUMAN	1	0.195915772287669	0.236336752938629	NA	NA	NA	1	0.195915772287669	0.206042655627162
LAC2_HUMAN	-1	0.263180948168132	0.265898763503857	NA	NA	NA	-1	0.263180948168132	0.239026598395017
LAC3_HUMAN	1	0.358958248741325	0.314255084336944	NA	NA	NA	1	0.358958248741325	0.278016324784322
LAC7_HUMAN	1	0.0368068324358404	0.116052461392172	1	0.966712879956379	0.460814083553134	1	0.132098767477807	0.167600078407324
LAIR1_HUMAN	-1	0.0121649624233904	0.0877588678027103	-1	0.134090070596002	0.193215136196453	-1	0.00462132652681548	0.0328366340500756
LAIR2_HUMAN	-1	0.770971179151036	0.481179479824744	NA	NA	NA	-1	0.770971179151036	0.422702402499869
LAMA5_HUMAN	-1	0.235935444843259	0.257938622389829	-1	0.779415677037588	0.412440113020959	-1	0.300148452671333	0.25227995012696
LAMC1_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
LAMP1_HUMAN	-1	0.654216531650982	0.441132651276788	-1	0.921156532456402	0.447452048972967	-1	0.698971584245786	0.40259128128991
LAMP2_HUMAN	1	0.251436911043222	0.262958947660264	-1	0.288265245688617	0.265227392670089	1	0.952111408654806	0.469719011700176
LAYN_HUMAN	1	0.32016143136829	0.291501455357628	NA	NA	NA	1	0.32016143136829	0.260773143966787
LCAT_HUMAN	-1	0.0194941864842555	0.1000300722195	NA	NA	NA	-1	0.0194941864842555	0.0631684030283634
LCN1_HUMAN;LC1L1_HUMAN	1	0.707040141730976	0.457818822247149	NA	NA	NA	1	0.707040141730976	0.404164108516662
LDHA_HUMAN	NA	NA	NA	1	0.0666074668857465	0.146796747409013	1	0.0666074668857466	0.11917383840284
LDHB_HUMAN;LDHC_HUMAN;LDH6A_HUMAN	-1	0.247357155617398	0.2617333837189	NA	NA	NA	-1	0.247357155617398	0.232117409026157
LEAP2_HUMAN	-1	0.648234843603992	0.438527655405457	-1	0.0445258276497638	0.129182296969763	-1	0.0812906249061481	0.13142610680348
LFNG_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
LG3BP_HUMAN	-1	0.126400254081521	0.191210593825269	1	0.464096842295727	0.324642091062018	-1	0.573371018097639	0.355383376904064
LGMN_HUMAN	-1	0.191981526938105	0.235855586328074	-1	0.0520819917647344	0.13551800285798	-1	0.0216693851988249	0.0676234630459924
LIRA5_HUMAN	-1	0.0630253087855026	0.143104077087011	-1	0.302632225347032	0.271118647521907	-1	0.0410118771777232	0.0919047140718647
LMAN2_HUMAN	-1	0.0701394104372146	0.151624619693795	-1	0.174678676791988	0.213649798366922	-1	0.0250682682190235	0.0710490668239033
LMNA_HUMAN	1	0.192758971358124	0.235855586328074	1	0.160893376536784	0.209992067308595	1	0.0558256470225607	0.108547312954557
LPD6B_HUMAN	1	0.871049321266006	0.513568902121276	NA	NA	NA	1	0.871049321266006	0.448821395922318
LPHN1_HUMAN	-1	0.203798270909311	0.240474119182151	-1	0.171712774521514	0.213234299871561	-1	0.0621797170148868	0.116291001091619
LRC15_HUMAN	-1	0.417268792863183	0.340642011226394	NA	NA	NA	-1	0.417268792863183	0.303897888291552
LRC19_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
LRP1_HUMAN	-1	0.808818206311593	0.496231311753822	-1	0.0249412864070685	0.100959723998312	-1	0.0789794700607415	0.129246751512941
LRP2_HUMAN	-1	0.0127628942272822	0.088062589788945	1	0.760058921290058	0.408801215644778	-1	0.122354070010135	0.16241327549459
LRP3_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
LTBP1_HUMAN	1	0.625426202041547	0.430827690671853	-1	0.0207794490751982	0.0943419235980453	-1	0.197183781561346	0.206042655627162
LTBP2_HUMAN	-1	0.0936674895824865	0.166668974997877	-1	0.0896388515722914	0.170320484790558	-1	0.0170539398199739	0.061764643601804
LTBP3_HUMAN	1	0.801335462874294	0.494546880091123	NA	NA	NA	1	0.801335462874294	0.430288231895246
LTBP4_HUMAN	-1	0.206325655257644	0.240478245017402	-1	0.0335500008536187	0.116150100230801	-1	0.0165521807962305	0.0613347478169327
LUM_HUMAN;CON__Q05443	1	0.486160712783274	0.371783393975116	NA	NA	NA	1	0.486160712783274	0.325781642595702
LV001_HUMAN	-1	0.188285874461962	0.235787026039949	1	0.253903599400283	0.250430497910392	-1	0.901659423149894	0.456638307965502
LV101_HUMAN	-1	0.0105902491419581	0.0877588678027103	NA	NA	NA	-1	0.0105902491419581	0.0494415093345563
LV102_HUMAN;LV209_HUMAN;LV206_HUMAN;LV207_HUMAN	-1	0.0946036050588963	0.166668974997877	NA	NA	NA	-1	0.0946036050588963	0.142905408763425
LV104_HUMAN;LV107_HUMAN;LV109_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
LV105_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
LV106_HUMAN	1	0.941717632115642	0.53158541264544	NA	NA	NA	1	0.941717632115642	0.468410366498648
LV205_HUMAN	-1	0.819296611677715	0.498476498524005	NA	NA	NA	-1	0.819296611677715	0.434979978910868
LV211_HUMAN	-1	0.374077839827803	0.321337194703946	NA	NA	NA	-1	0.374077839827803	0.285212520837701
LV301_HUMAN	1	0.0100366185522809	0.0872002382991836	1	0.647939065812507	0.3861880302454	1	0.0320828690228272	0.0804708686983466
LV302_HUMAN	-1	0.0531345991501027	0.132898882578638	1	0.410984655958844	0.304152760172951	-1	0.43182960234571	0.308229239282693
LV403_HUMAN	1	0.0827682284979008	0.162576615549073	1	0.0199356563067247	0.0941775666270248	1	0.00407171179784502	0.0320714526650799
LV501_HUMAN;LV701_HUMAN	1	0.204830187274964	0.240474119182151	NA	NA	NA	1	0.204830187274964	0.209765411788632
LY6D_HUMAN	-1	0.0410651529352788	0.119706153549759	-1	0.777216095422281	0.411981115805662	-1	0.100051635766891	0.147133170560181
LY6H_HUMAN	1	0.856961354108592	0.510436264880137	-1	0.0446319738937482	0.129182296969763	-1	0.196186023998303	0.206042655627162
LYAG_HUMAN	-1	0.0349844679289415	0.1131001175148	-1	0.0315416798155454	0.112045917993818	-1	0.00260078412081019	0.0286290991121721
LYAM1_HUMAN	-1	0.994172699647889	0.543385478136889	-1	0.868234724680906	0.43734620033065	-1	0.902523477142133	0.456638307965502
LYPD2_HUMAN	1	0.888112516051959	0.516781537569189	NA	NA	NA	1	0.888112516051959	0.454434993999441
LYPD3_HUMAN	-1	0.0787714901592913	0.157932822445893	1	0.659672079855708	0.387750493601774	-1	0.351538980270707	0.274261164119819
LYSC_HUMAN	-1	0.601167494989223	0.421421857583119	1	0.137142179136644	0.195890815168053	1	0.49555111890921	0.330014243056578
LYVE1_HUMAN	-1	0.43958111186371	0.348217063112277	-1	0.0978235738471044	0.176825195382123	-1	0.085954133566924	0.136690440246362
MA1A1_HUMAN	-1	0.827544038121481	0.500724887388285	-1	0.141542190564696	0.199021100180133	-1	0.232656771425127	0.223399992350216
MA2B1_HUMAN	1	0.113263665892336	0.181107273467075	NA	NA	NA	1	0.113263665892336	0.157500731043115
MA2B2_HUMAN	1	0.10103529331173	0.172991718082534	1	0.906078905273244	0.444246722271264	1	0.213874745983908	0.214577899373248
MADCA_HUMAN	-1	0.110813540191246	0.180167526855276	-1	0.0819265680753049	0.164868537432589	-1	0.0183930563121831	0.061764643601804
MAGD2_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
MASP2_HUMAN	-1	0.262816032840915	0.265898763503857	-1	0.363295885214872	0.290434791317553	-1	0.15139465853055	0.181052650990062
MAT2B_HUMAN	1	0.141540073344253	0.203817591800817	NA	NA	NA	1	0.141540073344253	0.175329708230895
MATN3_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
MATN4_HUMAN	-1	0.289221502605456	0.277019191538814	-1	0.0137585125983633	0.0847525039454007	-1	0.0127249259110303	0.0531881658406568
MDHC_HUMAN	1	0.221376502513995	0.252594298039084	-1	0.0868677026164977	0.167198793126856	-1	0.729362259052672	0.4120965192903
MDR1_HUMAN;MDR3_HUMAN	-1	0.47284284819312	0.363107134325568	NA	NA	NA	-1	0.47284284819312	0.320523845546782
MEGF8_HUMAN	-1	0.0332932705316238	0.1131001175148	NA	NA	NA	-1	0.0332932705316238	0.0827336097201728
MEP1A_HUMAN	-1	0.959494648683537	0.532438015586149	1	0.691612793818735	0.396262111434069	1	0.806786457155874	0.431968531954395
MGA_HUMAN;MGAL1_HUMAN	-1	0.0889055646931765	0.166668974997877	NA	NA	NA	-1	0.0889055646931766	0.138723413549779
MIF_HUMAN	-1	0.189599855730821	0.235855586328074	NA	NA	NA	-1	0.189599855730821	0.20569613322583
MIME_HUMAN	1	0.873301019911815	0.513568902121276	1	0.354413188549162	0.286133309757502	1	0.442733397627154	0.312055548044938
MINP1_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
MMP7_HUMAN	1	0.828168117228611	0.500724887388285	1	0.0395147201608251	0.125793992514892	1	0.107559417455756	0.152331071220446
MMP9_HUMAN	1	0.829844521246155	0.500955727171005	-1	0.0222911723053343	0.0968755354456144	-1	0.143182387361261	0.17546671825471
MMRN1_HUMAN	-1	0.011249323022305	0.0877588678027103	-1	0.489667935376918	0.332287677070344	-1	0.0225537631608353	0.0685535756883569
MMRN2_HUMAN	NA	NA	NA	-1	0.0139143326924192	0.0847525039454007	-1	0.0139143326924192	0.0557361350044535
MOES_HUMAN	-1	0.964998902295984	0.534180420636798	1	0.284433340226192	0.263629423826788	1	0.467919944589247	0.319119730409645
MRC2_HUMAN	NA	NA	NA	-1	0.346671880859352	0.282676660198132	-1	0.346671880859352	0.273134558671605
MSLN_HUMAN	-1	0.743021019690559	0.471337408214152	1	0.658296715991191	0.387750493601774	1	0.935521044766308	0.465815639186764
MSMB_HUMAN	1	0.781230675139254	0.485234739041802	-1	0.0736717880193308	0.153174195913488	-1	0.285344909256773	0.24663675251588
MT1X_HUMAN;MT2_HUMAN;MT1G_HUMAN;MT1M_HUMAN;MT1E_HUMAN;CON__P67983;MT1H_HUMAN;MT1A_HUMAN	1	0.273421162733001	0.272146527550585	NA	NA	NA	1	0.273421162733001	0.243789445331907
MUC1_HUMAN	-1	0.373230183648826	0.321337194703946	-1	0.749907673864528	0.408801215644778	-1	0.392532531361323	0.292632409494934
MUC18_HUMAN	-1	0.256771843379856	0.265898763503857	-1	0.0171665534098955	0.0941775666270248	-1	0.012881875628499	0.0531881658406568
MUC2_HUMAN	NA	NA	NA	-1	0.206450136041313	0.2279569516933	-1	0.206450136041313	0.210672909891106
MUC20_HUMAN	1	0.953685445339137	0.532438015586149	NA	NA	NA	1	0.953685445339137	0.470063510513717
MUC5B_HUMAN	-1	0.25978281660791	0.265898763503857	NA	NA	NA	-1	0.25978281660791	0.237953485066695
MUCB_HUMAN	1	0.433804860097361	0.34682444193392	NA	NA	NA	1	0.433804860097361	0.308829657962727
MUCL1_HUMAN	-1	0.0125095953705772	0.0880118636839695	NA	NA	NA	-1	0.0125095953705772	0.0531628351391763
MXRA8_HUMAN	-1	0.146061855090237	0.208558630228598	-1	0.252010264455301	0.250430497910392	-1	0.0660895951832254	0.11904087002937
MYH9_HUMAN	1	0.707512607714855	0.457818822247149	1	0.311693175442828	0.272658771461456	1	0.326756330174254	0.264539023511775
MYLK_HUMAN	-1	0.815775421109343	0.498476498524005	-1	0.397128852233491	0.303240161483465	-1	0.445169479468735	0.313169968393458
NAGAB_HUMAN	1	0.313600211402451	0.290240313866302	-1	0.0987010190167875	0.177625306338724	-1	0.649098894616217	0.386263433569925
NAPSA_HUMAN	-1	0.00899677407995836	0.0872002382991836	NA	NA	NA	-1	0.00899677407995837	0.0459914159555954
NCAM1_HUMAN	-1	0.259675829128253	0.265898763503857	-1	0.280110869936001	0.263003452552367	-1	0.11858372451476	0.160734522893225
NEGR1_HUMAN	-1	0.000991256916075711	0.0639286634165825	-1	0.0283293110601707	0.105638699506838	-1	0.000104899609558896	0.00938430006618976
NEO1_HUMAN	-1	0.00573961979510029	0.0793205538348393	-1	0.127421730977731	0.191374318496764	-1	0.0024365152061859	0.0284308968150351
NEP_HUMAN	-1	0.00425074032548278	0.0783259957655987	1	0.406203416333472	0.304152760172951	-1	0.151500973477134	0.181052650990062
NEUR1_HUMAN	-1	0.130405693391618	0.194830718943092	-1	0.715070943722615	0.402001883549971	-1	0.184298998389607	0.201885979665072
NEUR3_HUMAN	-1	0.501678650462787	0.38064145772431	NA	NA	NA	-1	0.501678650462787	0.33285597908461
NGAL_HUMAN	-1	0.0171097124047053	0.097363110802547	1	0.425835101196492	0.311199370518702	-1	0.261485278853779	0.238698221145471
NHLC3_HUMAN	-1	0.398096260462004	0.33128043643208	-1	0.149068769483668	0.20166838987273	-1	0.105714856308436	0.151720297743901
NHRF1_HUMAN	1	0.559906869351095	0.403114677056685	1	0.741941231458781	0.408801215644778	1	0.518883270584908	0.338003908099697
NID1_HUMAN	-1	0.10712446448035	0.176800268632877	-1	0.0104224372871526	0.0776860259901166	-1	0.00317183057398145	0.0320408816969091
NOTC3_HUMAN	1	0.671493674902039	0.447390788575266	-1	0.491875164934794	0.333231957156322	-1	0.852341191851273	0.442791499639571
NOV_HUMAN	1	0.922146825832798	0.525522053515163	-1	0.167002213834147	0.212139287985708	-1	0.363853981875568	0.280203540586809
NPC2_HUMAN	-1	0.0921904446795625	0.166668974997877	1	0.826471951510115	0.427917627152975	-1	0.300333882191278	0.25227995012696
NTF2_HUMAN	-1	0.284983271140938	0.274621237045456	-1	0.137113105767946	0.195890815168053	-1	0.0707252661083913	0.123254600504549
NTRI_HUMAN	-1	0.00713634653903217	0.0862951915869097	-1	0.0467296291850523	0.130752059920471	-1	0.000937425382288272	0.0172367545151427
NUCB1_HUMAN	NA	NA	NA	-1	0.196649291688758	0.224957105407266	-1	0.196649291688758	0.206042655627162
OAF_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
ODO2_HUMAN	-1	0.196053975116741	0.236336752938629	-1	0.0101051605363093	0.0776860259901166	-1	0.0062754921643007	0.0362196381980818
OLFM4_HUMAN	-1	0.593447937060979	0.419813057765144	NA	NA	NA	-1	0.593447937060979	0.365296410088692
OLR1_HUMAN	-1	0.0944196548167286	0.166668974997877	NA	NA	NA	-1	0.0944196548167286	0.142905408763425
OMD_HUMAN	-1	0.633304768584273	0.432969168365123	-1	0.475732129571133	0.326454368748405	-1	0.399987322932397	0.295014272966667
OPCM_HUMAN	-1	0.159756056264725	0.215395228659491	-1	0.15599554026712	0.204908915218599	-1	0.0457962328891955	0.0971602220689022
OSCAR_HUMAN	-1	0.00246022318227213	0.0744594421668026	-1	0.168920700736955	0.212618451629326	-1	0.00184564925652948	0.0258162105624754
OSTP_HUMAN;CON__P31096	-1	0.285029903188695	0.274621237045456	NA	NA	NA	-1	0.285029903188695	0.24663675251588
OX2G_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
P3IP1_HUMAN	-1	0.0243417691816283	0.100203970595299	-1	0.11922272480646	0.190472258469406	-1	0.0070623438339065	0.0390801649408537
PAG15_HUMAN	1	0.668357398288118	0.446874177977365	NA	NA	NA	1	0.668357398288118	0.392923106393054
PAIRB_HUMAN	1	0.683764674332156	0.45022704029221	NA	NA	NA	1	0.683764674332156	0.396995686826357
PAPP2_HUMAN	-1	0.0392678404029594	0.117789872424545	1	0.339826570039078	0.28096219952946	-1	0.433821509955418	0.308829657962727
PARK7_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
PCD12_HUMAN	1	0.0325586889364642	0.1131001175148	-1	0.62447931106766	0.378501163584923	1	0.243900876846982	0.231300299518117
PCD16_HUMAN	-1	0.10193709946304	0.173004766806953	NA	NA	NA	-1	0.10193709946304	0.148280885361635
PCDGK_HUMAN	-1	0.814408237816553	0.498476498524005	NA	NA	NA	-1	0.814408237816553	0.434900354972357
PCDH1_HUMAN	-1	0.136341089815831	0.19984048670781	-1	0.208932027292787	0.228214101763407	-1	0.0521661694509422	0.104871372314466
PCDH8_HUMAN	1	0.600749802964509	0.421421857583119	NA	NA	NA	1	0.600749802964509	0.366429330911732
PCOC1_HUMAN	-1	0.426255410532455	0.342914202530052	-1	0.254343368945732	0.250430497910392	-1	0.171127418627243	0.192094749568827
PCP_HUMAN	-1	0.149103150063643	0.20995557797008	1	0.773494576361731	0.411981115805662	-1	0.41413567430593	0.302025834728121
PCSK1_HUMAN	-1	0.0443580462888655	0.122026780520036	-1	0.245948188481644	0.247913017689067	-1	0.0249489482263499	0.0710490668239033
PD1L2_HUMAN	-1	0.0371890767393035	0.116052461392172	-1	0.181289462048494	0.216548667079102	-1	0.0155785253407902	0.0597279451964171
PDC6I_HUMAN	-1	0.205170027975857	0.240474119182151	NA	NA	NA	-1	0.205170027975857	0.209765411788632
PDGFB_HUMAN	-1	0.27370583103999	0.272146527550585	-1	0.828713060918098	0.428436120907614	-1	0.353946842021533	0.275738929129718
PDIA1_HUMAN	NA	NA	NA	1	0.340066265915791	0.28096219952946	1	0.340066265915791	0.270974316136759
PEBP1_HUMAN	-1	0.0415199778535555	0.119706153549759	-1	0.571755074470178	0.357629314826818	-1	0.0656007278064447	0.118638713031852
PEBP4_HUMAN	-1	0.126012516022418	0.191210593825269	1	0.528016038411522	0.346232736578126	-1	0.524988567103126	0.339918326413257
PECA1_HUMAN	1	0.733403319177517	0.467618454082851	-1	0.0074486594637313	0.0691567385934365	-1	0.0986488371025004	0.146575232781161
PEDF_HUMAN;CON__Q95121	1	0.231225524036071	0.256372235248143	NA	NA	NA	1	0.231225524036071	0.22242358589792
PENK_HUMAN	1	0.0157554039871748	0.0931230858142529	-1	0.422923231139223	0.310739033524355	1	0.254000868252066	0.235064189542739
PEPA3_HUMAN;PEPA5_HUMAN;PEPA4_HUMAN	-1	0.0291441375229857	0.106391268445827	NA	NA	NA	-1	0.0291441375229857	0.0751570683357937
PEPL_HUMAN	1	0.752059741711876	0.475512090121342	-1	0.508564850511703	0.340148262376131	-1	0.807186293671555	0.431968531954395
PERM_HUMAN;PERE_HUMAN	-1	0.168646810125955	0.221216114323905	NA	NA	NA	-1	0.168646810125955	0.190976114932459
PERP1_HUMAN	NA	NA	NA	-1	0.98299964393394	0.465319899330279	-1	0.98299964393394	0.478796570164776
PGAM1_HUMAN;PGAM2_HUMAN;PGAM4_HUMAN	-1	0.165498062924404	0.22006986165711	NA	NA	NA	-1	0.165498062924404	0.190976114932459
PGBM_HUMAN	-1	0.0139196405022863	0.0882996187692337	-1	0.0214283666491879	0.0955333908013971	-1	0.000763766093770298	0.0146413663660927
PGCA_HUMAN	-1	0.654365587354681	0.441132651276788	-1	0.232628862766396	0.240195136245871	-1	0.245809264586351	0.231685984547549
PGCB_HUMAN	1	0.906315019805055	0.522220033126804	-1	0.00112862698329668	0.043160233461989	-1	0.0264625957313675	0.0717375460553733
PGCP_HUMAN	-1	0.0839772104158749	0.163065990333238	1	0.123791586696161	0.190506952754253	-1	0.893679494897451	0.455979500208186
PGFRA_HUMAN	1	0.00759055965541044	0.0867033048162639	NA	NA	NA	1	0.00759055965541045	0.0411545510042772
PGFRB_HUMAN	NA	NA	NA	-1	0.00309048880035987	0.0541120411459742	-1	0.00309048880035987	0.0320408816969091
PGK1_HUMAN;PGK2_HUMAN	-1	0.00423330639216024	0.0783259957655987	NA	NA	NA	-1	0.00423330639216025	0.0320714526650799
PGRP1_HUMAN	-1	0.000100983656347475	0.0130253823655955	-1	0.00388137026656832	0.0541120411459742	-1	1.65739032451339e-06	0.000444809514471096
PGRP2_HUMAN;CON__ENSEMBL:ENSBTAP00000016285	-1	0.225304632669836	0.252929499950601	NA	NA	NA	-1	0.225304632669836	0.219487873880538
PGS1_HUMAN	-1	0.374521621779477	0.321337194703946	-1	0.0275584348669857	0.104241308463439	-1	0.0288114551642994	0.0749573678879263
PHP14_HUMAN	1	0.957705546003318	0.532438015586149	-1	0.045361856961388	0.129182296969763	-1	0.168320329808345	0.190976114932459
PI16_HUMAN	1	0.403116247062698	0.333307505702997	-1	0.56843712745803	0.356706076979683	1	0.850964323653019	0.442599501293407
PIGR_HUMAN	-1	0.111603885835795	0.180347388955527	1	0.550655657506861	0.353304259036241	-1	0.482031414859379	0.323418322817781
PIP_HUMAN	-1	0.00269393535175366	0.0744594421668026	-1	0.072806918652653	0.153174195913488	-1	0.000697994687476663	0.0138761062853459
PLBL2_HUMAN	1	0.326423290231276	0.295119572751076	-1	0.0140244531649199	0.0847525039454007	-1	0.296860525079889	0.250538573496358
PLD3_HUMAN	-1	0.379247549139206	0.321534485198581	1	0.572534680117483	0.357629314826818	-1	0.823760355483621	0.435626318179206
PLMN_HUMAN;PLGB_HUMAN;CON__P06868;PLGA_HUMAN	-1	0.60034401075	0.421421857583119	NA	NA	NA	-1	0.60034401075	0.366429330911732
PLSL_HUMAN	-1	0.545911236358316	0.398388529172435	-1	0.704917062772777	0.401138830647764	-1	0.487183253796003	0.326059792670337
